,last_scraped,name,host_name,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_identity_verified,neighbourhood,property_type,room_type,amenities,has_availability,first_review,last_review,license,instant_bookable,id,scrape_id,host_id,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,availability_30,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms
7556,2024-09-06,"Rainfall shower, espresso machine, sleeps 4",NH Collection Amsterdam Barbiz,2024-06-07,within an hour,100%,100%,f,t,undefined,Room in hotel,Private room,"[""Air conditioning"", ""Gym"", ""Smoke alarm"", ""Paid parking on premises"", ""Essentials"", ""Iron"", ""Heating"", ""TV"", ""Luggage dropoff allowed"", ""Shampoo"", ""Crib"", ""Wifi"", ""Hot water""]",t,00/00/00,00/00/00,Exempt,t,1176677799468702286,20240905174946,75942371.7,1.0,1.4,52.37651,4.90023,3.0,1.0,1.0,1.0,289.6,1.0,365.0,1.0,538.8,65.0,2.6,82,104,0.0,4.8,4.9,4.8,4.9,4.9,4.8,4.7,1.0,1.0,0.0,0.0
7557,2024-09-06,Great location and a fancy hotel,NH Collection Amsterdam Barbiz,2024-06-07,within an hour,100%,100%,f,t,undefined,Room in hotel,Private room,"[""Air conditioning"", ""Gym"", ""Smoke alarm"", ""Paid parking on premises"", ""Essentials"", ""Iron"", ""Heating"", ""TV"", ""Luggage dropoff allowed"", ""Shampoo"", ""Crib"", ""Wifi"", ""Hot water""]",t,00/00/00,00/00/00,Exempt,t,1176678033005456343,20240905174946,75942371.7,1.0,1.4,52.37651,4.90023,2.0,1.0,1.0,1.0,289.6,1.0,365.0,1.0,533.9,65.0,2.6,84,106,0.0,4.8,4.9,4.8,4.9,4.9,4.8,4.7,1.0,1.0,0.0,0.0
7566,2024-09-06,Josja,Jan,2024-06-17,within a few hours,100%,100%,f,f,undefined,Private room in boat,Private room,"[""Smoking allowed"", ""Lockbox"", ""Self check-in"", ""Mini fridge"", ""Fire extinguisher"", ""First aid kit"", ""Wifi"", ""Lake access"", ""Private entrance""]",t,00/00/00,00/00/00,0363556FDF834E4C9C4A,f,1193539762359303865,20240905174946,75942371.7,1.0,1.0,52.37073791142899,4.881531519638489,4.0,1.0,2.0,1.0,289.6,2.0,365.0,2.0,365.0,65.0,12.0,67,156,0.0,4.8,4.9,4.8,4.9,4.9,4.8,4.7,1.0,1.0,0.0,0.0
7572,2024-09-06,Feel the Amsterdam Vibes,Shino,2017-05-07,within an hour,100%,60%,f,t,undefined,Private room in rental unit,Private room,"[""Dishes and silverware"", ""Washer"", ""Rice maker"", ""Hot tub"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Microwave"", ""Refrigerator"", ""Oven"", ""Wifi"", ""Hot water kettle"", ""Hangers"", ""Heating"", ""TV"", ""Freezer"", ""Room-darkening shades"", ""Kitchen"", ""Bed linens""]",t,2024-08-02,2024-08-26,0363 57B0 FDB4 494D 88A9,f,1203398637793446873,20240905174946,129229255.0,1.0,1.0,52.3541818,4.889329518524161,2.0,1.0,1.0,1.0,289.6,2.0,30.0,2.0,30.0,65.0,0.0,0,0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0
7573,2024-09-06,Ruim huis met luxe keuken,Bram,2023-04-17,within an hour,100%,77%,f,t,undefined,Private room in rental unit,Private room,"[""Dishes and silverware"", ""Paid parking on premises"", ""Shower gel"", ""Coffee"", ""Body soap"", ""Washer"", ""Private living room"", ""Outdoor furniture"", ""Patio or balcony"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hot water"", ""Waterfront"", ""Smoke alarm"", ""Sun loungers"", ""Lockbox"", ""Cleaning products"", ""Stainless steel double oven"", ""Microwave"", ""Refrigerator"", ""Coffee maker: espresso machine"", ""Wine glasses"", ""Single level home"", ""Portable air conditioning"", ""Ceiling fan"", ""Exercise equipment"", ""Self check-in"", ""Conditioner"", ""Wifi"", ""Dishwasher"", ""Dining table"", ""Essentials"", ""Outdoor playground"", ""Books and reading material"", ""Heating"", ""Board games"", ""Outdoor dining area"", ""Freezer"", ""First aid kit"", ""Shampoo"", ""Kitchen""]",t,2024-08-05,2024-08-09,0363 C57B DBE6 9E5A 7098,f,1204148472072372963,20240905174946,75942371.7,1.0,3.0,52.3675824,4.9402519,2.0,1.0,1.0,1.0,289.6,2.0,30.0,2.0,30.0,65.0,0.0,0,0,3.0,4.67,5.0,4.33,5.0,5.0,5.0,4.33,1.0,1.0,0.0,0.0
7575,2024-09-06,Mooie woning met groot balkon,Bram,2023-04-17,within an hour,100%,77%,f,t,undefined,Private room in rental unit,Private room,"[""Dishes and silverware"", ""Paid parking on premises"", ""Coffee"", ""Boat slip"", ""Body soap"", ""Washer"", ""Private living room"", ""Portable fans"", ""Coffee maker"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hot water"", ""Waterfront"", ""Smoke alarm"", ""Double oven"", ""Lockbox"", ""Cleaning products"", ""Microwave"", ""Wine glasses"", ""Single level home"", ""Ceiling fan"", ""Exercise equipment"", ""Self check-in"", ""Conditioner"", ""Wifi"", ""Dishwasher"", ""Air conditioning"", ""Essentials"", ""Books and reading material"", ""Board games"", ""Outdoor dining area"", ""Freezer"", ""First aid kit"", ""Shampoo"", ""Kitchen"", ""Bed linens""]",t,2024-08-15,2024-08-15,0363 C57B DBE6 9E5A 7098,f,1207220499560694194,20240905174946,75942371.7,1.0,3.0,52.3675824,4.9402519,2.0,1.0,1.0,1.0,289.6,2.0,30.0,2.0,30.0,65.0,0.0,0,0,1.0,5.0,5.0,5.0,4.9,5.0,5.0,5.0,1.0,1.0,0.0,0.0
7581,2024-09-06,Private Room in Amsterdam East,Daniel,2016-03-12,within an hour,95%,81%,f,t,"Amsterdam, Noord-Holland, Netherlands",Private room in rental unit,Private room,"[""Dishes and silverware"", ""Toaster"", ""Shower gel"", ""Garden view"", ""Smoking allowed"", ""Body soap"", ""Washer"", ""Private patio or balcony"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""Paid parking garage on premises"", ""Iron"", ""Drying rack for clothing"", ""Lockbox"", ""Cleaning products"", ""Radiant heating"", ""Refrigerator"", ""Wine glasses"", ""Bathtub"", ""Luggage dropoff allowed"", ""Hair dryer"", ""EV charger"", ""Self check-in"", ""Conditioner"", ""Wifi"", ""Dryer"", ""Dishwasher"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Essentials"", ""Freezer"", ""Laundromat nearby"", ""Room-darkening shades"", ""Shampoo"", ""Bed linens""]",t,2022-09-06,2024-08-12,0363 DED9 EA2A 7574 D14A,f,50829714,20240905174946,62643050.0,1.0,3.0,52.35511,4.93064,2.0,1.0,1.0,2.0,84.0,3.0,15.0,2.3,15.0,65.0,1.0,22,22,53.0,4.64,4.64,4.53,4.9,4.81,4.55,4.28,1.0,1.0,0.0,0.0
7583,2024-09-06,Garden view city centre penthouse suite,Fullmoon Garden Suite,2015-03-15,within an hour,100%,100%,t,t,"Amsterdam, Noord-Holland, Netherlands",Private room in bed and breakfast,Private room,"[""Coffee"", ""Garden view"", ""Free washer \u2013 In unit"", ""Body soap"", ""Portable fans"", ""Dedicated workspace"", ""Private patio or balcony"", ""Clothing storage: walk-in closet"", ""Paid parking off premises"", ""Exterior security cameras on property"", ""Pets allowed"", ""Carbon monoxide alarm"", ""First aid kit"", ""Coffee maker: french press"", ""Hot water"", ""Smoke alarm"", ""Iron"", ""Drying rack for clothing"", ""Mini fridge"", ""Ethernet connection"", ""Refrigerator"", ""Wine glasses"", ""Bathtub"", ""Portable air conditioning"", ""Shared backyard \u2013 Fully fenced"", ""Luggage dropoff allowed"", ""Bluetooth sound system"", ""Hair dryer"", ""Conditioner"", ""Wifi"", ""Hot water kettle"", ""TV with Apple TV"", ""Hangers"", ""Dining table"", ""Essentials"", ""Heating"", ""Courtyard view"", ""Long term stays allowed"", ""Freezer"", ""Room-darkening shades"", ""Shampoo"", ""Fire extinguisher"", ""Bed linens""]",t,2020-11-19,2024-08-26,0363 A037 15E0 505B 4A33,f,45747871,20240905174946,29403408.0,1.0,2.0,52.37115,4.88488,2.0,1.0,1.0,1.0,128.0,2.0,135.4,2.0,1125.0,65.0,6.0,19,78,13.4,4.85,4.82,4.74,4.89,4.93,4.98,4.73,1.0,1.0,0.0,0.0
7585,2024-09-06,The Hideout | Private Field cabin,The Unbound,2021-06-24,within a few hours,100%,98%,f,t,undefined,Room in boutique hotel,Private room,"[""Dishes and silverware"", ""Shower gel"", ""Record player"", ""Body soap"", ""Dedicated workspace"", ""Pets allowed"", ""Outdoor furniture"", ""Exterior security cameras on property"", ""Patio or balcony"", ""Hot water"", ""Pocket wifi"", ""Smoke alarm"", ""Stove"", ""Zenology shampoo"", ""Cleaning products"", ""Clothing storage: closet"", ""Mini fridge"", ""Refrigerator"", ""Resort access"", ""Wine glasses"", ""Lake access"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Coffee maker: Nespresso"", ""Zenology conditioner"", ""Safe"", ""Private hot tub"", ""Shared backyard \u2013 Not fully fenced"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Wifi"", ""Cleaning available during stay"", ""Hot water kettle"", ""Air conditioning"", ""Hangers"", ""Dining table"", ""Essentials"", ""Heating"", ""Board games"", ""Fire pit"", ""Laundromat nearby"", ""Private entrance"", ""Bed linens""]",t,2021-07-14,2024-08-26,Exempt,t,50694554,20240905174946,75942371.7,1.0,1.4,52.38140548827951,4.9,2.0,1.0,1.0,1.0,217.0,1.0,12.0,2.8,999.0,65.0,2.6,80,225,12.0,4.92,5.0,4.92,5.0,4.83,4.92,4.58,1.0,1.0,0.0,0.0
7587,2024-09-06,Comfortable B&B near Centre with private bathroom,Monique & Jip,2014-05-24,within an hour,100%,99%,t,t,"Amsterdam, Noord-Holland, Netherlands",Private room in bed and breakfast,Private room,"[""Dishes and silverware"", ""Toaster"", ""Shower gel"", ""Body soap"", ""Central heating"", ""Portable fans"", ""Hot water"", ""Smoke alarm"", ""Iron"", ""Cleaning products"", ""Clothing storage: closet"", ""Ethernet connection"", ""Microwave"", ""Refrigerator"", ""Extra pillows and blankets"", ""Coffee maker: Nespresso"", ""Host greets you"", ""Paid street parking off premises"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Conditioner"", ""Wifi"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Essentials"", ""Board games"", ""Long term stays allowed"", ""Freezer"", ""Laundromat nearby"", ""First aid kit"", ""Shampoo"", ""Fire extinguisher"", ""Bed linens""]",t,2021-08-17,2024-08-30,0363 2079 07F5 CC10 0718,f,49315618,20240905174946,15923462.0,1.0,1.0,52.35591,4.90014,3.0,1.0,1.0,2.0,219.0,5.0,30.0,4.9,1125.0,65.0,1.0,7,7,13.4,4.92,4.92,4.85,4.96,4.98,4.93,4.77,1.0,1.0,0.0,0.0
7590,2024-09-06,Central & Modern Studio on Eco-Houseboat!,Arie,2012-07-06,within an hour,100%,100%,t,t,"Amsterdam, Noord-Holland, Netherlands",Private room in houseboat,Private room,"[""Dishes and silverware"", ""Bay view"", ""Washer"", ""Dedicated workspace"", ""Coffee maker"", ""Cooking basics"", ""Hot water"", ""Waterfront"", ""Smoke alarm"", ""Lockbox"", ""Iron"", ""Refrigerator"", ""Canal view"", ""Lake access"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Self check-in"", ""Wifi"", ""Hangers"", ""Essentials"", ""Backyard"", ""City skyline view"", ""Heating"", ""Children\u2019s dinnerware"", ""Harbor view"", ""Long term stays allowed"", ""Shampoo"", ""Fire extinguisher"", ""Private entrance""]",t,2019-04-07,2024-06-16,0363 9D14 8C36 267C 2B29,t,33361465,20240905174946,2847616.0,1.0,1.4,52.39056,4.88719,2.0,1.0,0.0,1.0,187.0,2.0,135.4,2.8,1125.0,65.0,13.0,73,348,50.0,4.86,4.82,4.86,4.88,4.92,4.82,4.7,1.0,1.0,0.0,0.0
7591,2024-09-06,"Spacious, private apartment | Museum Area",Elise,2014-04-21,within an hour,100%,98%,t,t,"Amsterdam, Noord-Holland, Netherlands",Private room in bed and breakfast,Private room,"[""Dishes and silverware"", ""Smoke alarm"", ""Essentials"", ""Host greets you"", ""Private living room"", ""Heating"", ""TV"", ""Dedicated workspace"", ""Oven"", ""Kitchen"", ""Coffee maker"", ""Hair dryer"", ""Cooking basics"", ""Refrigerator"", ""Dishwasher"", ""Crib"", ""Wifi"", ""Hot water""]",t,2019-02-04,2024-08-26,0363 5688 895D 5B27 D192,f,31582709,20240905174946,14537613.0,1.0,1.4,52.36054,4.87621,4.0,1.0,2.0,2.0,385.0,4.0,500.0,4.0,500.0,65.0,8.0,60,60,13.4,4.92,4.9,4.87,4.94,4.95,4.96,4.65,1.0,1.0,0.0,0.0
7593,2024-09-06,Private Room- Ma Chambre.,Grace,2014-04-02,within a few hours,90%,77%,t,t,"Amsterdam, North Holland, Netherlands",Private room in condo,Private room,"[""Dishes and silverware"", ""Paid parking on premises"", ""Shower gel"", ""Private living room"", ""Portable fans"", ""Dedicated workspace"", ""Rice maker"", ""Coffee maker"", ""Outdoor furniture"", ""Paid parking off premises"", ""Cooking basics"", ""Carbon monoxide alarm"", ""First aid kit"", ""Hot water"", ""Smoke alarm"", ""Sun loungers"", ""Cleaning products"", ""Shared patio or balcony"", ""Mini fridge"", ""Clothing storage"", ""Refrigerator"", ""Wine glasses"", ""Bathtub"", ""Host greets you"", ""Safe"", ""Oven"", ""Indoor fireplace"", ""Wifi"", ""Mosquito net"", ""Dishwasher"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Essentials"", ""Books and reading material"", ""Heating"", ""Long term stays allowed"", ""Freezer"", ""Laundromat nearby"", ""Room-darkening shades"", ""HDTV with Netflix"", ""Fire extinguisher"", ""Kitchen"", ""Bed linens"", ""Gas stove""]",t,2018-11-18,2024-08-16,0363 E826 CAC3 8CEF E145,f,4432642,20240905174946,13816517.0,1.0,2.0,52.34097,4.9036,2.0,1.0,1.0,1.0,112.0,2.0,30.0,2.0,30.0,65.0,11.0,42,220,13.4,4.9,4.9,4.96,4.9,4.99,4.74,4.81,1.0,1.0,0.0,0.0
7599,2024-09-06,Generator - Private 6 bed Room,Generator,2019-03-27,within an hour,98%,99%,f,t,"Amsterdam, Noord-Holland, Netherlands",Room in aparthotel,Private room,"[""Air conditioning"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Heating"", ""Clothing storage"", ""Room-darkening shades"", ""Shampoo"", ""Wifi"", ""Hot water""]",t,00/00/00,00/00/00,Exempt,t,1237582872552020121,20240905174946,251479377.0,1.0,1.4,52.36219956148816,4.915043162503292,6.0,1.0,1.0,1.3,251.2,1.0,365.0,1.0,999.0,65.0,2.6,86,361,0.0,4.8,4.9,4.8,4.9,4.9,4.8,4.7,1.0,1.0,0.0,0.0
7601,2024-09-06,Hotel Not Hotel Amsterdam: Sin City Ground Floor,Hotel Not Hotel,2014-04-22,within an hour,96%,99%,f,t,"Amsterdam, Noord-Holland, Netherlands",Private room in bed and breakfast,Private room,"[""Shower gel"", ""Smoke alarm"", ""Essentials"", ""Paid parking garage on premises"", ""Hair dryer"", ""First aid kit"", ""Shampoo"", ""Wifi"", ""Fire extinguisher"", ""Hot water""]",t,2021-06-25,2024-08-10,Exempt,t,7335372,20240905174946,14574533.0,1.0,1.4,52.36495,4.85858,2.0,1.0,1.0,1.0,122.0,1.0,135.4,1.3,1000.0,65.0,2.0,36,309,11.0,4.9,4.9,4.8,4.9,5.0,4.36,4.7,1.0,1.0,0.0,0.0
7602,2024-09-06,Beach Bunker - Perfect for big group in Amsterdam,David,2020-03-19,within an hour,90%,100%,f,t,"Amsterdam, Noord-Holland, Netherlands",Room in hotel,Private room,"[""Smoke alarm"", ""Essentials"", ""Iron"", ""Washer"", ""Heating"", ""TV"", ""Free parking on premises"", ""Hair dryer"", ""Exterior security cameras on property"", ""Building staff"", ""Self check-in"", ""First aid kit"", ""Shampoo"", ""Crib"", ""Fire extinguisher"", ""Wifi"", ""Dryer""]",t,2020-07-06,2024-06-18,Exempt,t,43073771,20240905174946,342059962.0,1.0,1.4,52.38456,4.83308,2.9,1.0,0.0,1.0,296.0,1.0,99.0,1.0,1000.0,65.0,2.6,70,340,6.0,4.83,5.0,4.67,5.0,5.0,4.83,4.83,1.0,1.0,0.0,0.0
7603,2024-09-06,Canal Suites in center + sauna + bicycles,Willem,2016-05-25,within an hour,100%,99%,t,t,undefined,Private room in townhouse,Private room,"[""Dishes and silverware"", ""Shower gel"", ""Coffee"", ""Washer"", ""Dedicated workspace"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""Mini fridge"", ""Ethernet connection"", ""Canal view"", ""Extra pillows and blankets"", ""Indoor fireplace: gas"", ""Private hot tub"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Wifi"", ""Dryer"", ""Hangers"", ""Essentials"", ""Heating"", ""Long term stays allowed"", ""Private sauna"", ""First aid kit"", ""Shampoo"", ""Fire extinguisher"", ""Paid parking garage off premises"", ""Bed linens""]",t,2021-10-18,2024-07-25,0363 0D29 E32B E5F4 984E,f,46293762,20240905174946,74020496.0,1.0,3.0,52.36821,4.88274,4.0,1.0,2.0,1.3,379.0,1.0,730.0,1.3,730.0,65.0,2.0,12,93,49.0,4.98,4.94,5.0,5.0,5.0,5.0,4.94,1.0,1.0,0.0,0.0
7604,2024-09-06,17e Century Canal house in the Jordaan,Pia & Jozef,2015-03-30,within a day,50%,50%,f,f,"Amsterdam, Noord-Holland, Netherlands",Private room in rental unit,Private room,"[""Dishes and silverware"", ""Washer"", ""Private living room"", ""Dedicated workspace"", ""Babysitter recommendations"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Changing table"", ""TV with standard cable"", ""Hot water"", ""Smoke alarm"", ""Iron"", ""Microwave"", ""Refrigerator"", ""Extra pillows and blankets"", ""Hair dryer"", ""Children\u2019s books and toys"", ""Wifi"", ""Dryer"", ""Hangers"", ""Essentials"", ""Heating"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Shampoo"", ""Fire extinguisher"", ""Bed linens""]",t,2015-04-06,2024-01-02,0363 A6A3 50B4 63ED 3ED9,f,5830457,20240905174946,30263650.0,1.0,1.0,52.37386,4.88225,4.0,1.0,2.0,1.0,300.0,2.0,31.0,2.0,31.0,65.0,0.0,0,55,13.4,4.81,4.81,4.85,4.97,4.95,4.95,4.61,1.0,1.0,0.0,0.0
7605,2024-09-05,Canalstreet Chic with Open Shower,Lucas,2016-08-21,within an hour,100%,85%,t,t,undefined,Private room in rental unit,Private room,"[""Coffee"", ""Body soap"", ""Central heating"", ""Washer"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""Iron"", ""Mini fridge"", ""Free dryer \u2013 In building"", ""Lock on bedroom door"", ""Coffee maker: Nespresso"", ""Paid street parking off premises"", ""Hair dryer"", ""Wifi"", ""Hot water kettle"", ""Hangers"", ""Essentials"", ""TV"", ""Shampoo"", ""Bed linens""]",t,2024-04-17,2024-09-01,0363 AF21 C76C F098 1978,f,1126208129655479298,20240905174946,91203241.0,1.0,2.0,52.35997,4.89521,2.0,1.0,1.0,0.0,122.0,1.0,180.0,2.7,180.0,65.0,10.0,70,250,33.0,4.79,4.88,4.82,4.94,4.94,4.97,4.61,1.0,1.0,0.0,0.0
7606,2024-09-05,Private studio in the citycenter and yet quiet,Thomas,2019-04-18,within an hour,100%,100%,t,t,"Amsterdam, Noord-Holland, Netherlands",Private room in bed and breakfast,Private room,"[""Dishes and silverware"", ""Toaster"", ""Shower gel"", ""Coffee"", ""Patio or balcony"", ""First aid kit"", ""TV with standard cable"", ""Hot water"", ""Smoke alarm"", ""Iron"", ""Cleaning products"", ""Microwave"", ""Refrigerator"", ""Wine glasses"", ""Lock on bedroom door"", ""Extra pillows and blankets"", ""Coffee maker: Nespresso"", ""Portable air conditioning"", ""Clothing storage: closet and wardrobe"", ""Host greets you"", ""Luggage dropoff allowed"", ""Z body soap"", ""Hair dryer"", ""Wifi"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Essentials"", ""Heating"", ""Room-darkening shades"", ""Shampoo"", ""Fire extinguisher"", ""Kitchen"", ""Bed linens""]",t,2019-04-21,2024-09-02,0363 DCA8 10BD E85D 1136,t,33986110,20240905174946,256615763.0,1.0,1.0,52.37267,4.90286,2.0,1.0,1.0,1.0,165.0,3.0,30.0,3.0,1125.0,65.0,2.0,25,268,13.4,4.98,5.0,4.97,4.99,4.99,5.0,4.9,1.0,1.0,0.0,0.0
7619,2024-09-05,"The Old Canal House: suite, right in center!",Mark,2018-11-03,within an hour,100%,90%,t,t,"Amsterdam, Noord-Holland, Netherlands",Private room in bed and breakfast,Private room,"[""Dishes and silverware"", ""Toaster"", ""Shower gel"", ""Outlet covers"", ""Coffee"", ""Kitchenette"", ""Smoking allowed"", ""Body soap"", ""Central heating"", ""Private living room"", ""Portable fans"", ""Coffee maker"", ""Exterior security cameras on property"", ""Paid parking off premises"", ""Carbon monoxide alarm"", ""First aid kit"", ""TV with standard cable"", ""Hot water"", ""Pocket wifi"", ""Waterfront"", ""Smoke alarm"", ""Iron"", ""Window guards"", ""Cleaning products"", ""Ethernet connection"", ""Microwave"", ""Refrigerator"", ""Canal view"", ""Wine glasses"", ""Lock on bedroom door"", ""Extra pillows and blankets"", ""Clothing storage: closet and wardrobe"", ""Host greets you"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Wifi"", ""Cleaning available during stay"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Essentials"", ""Courtyard view"", ""Long term stays allowed"", ""Laundromat nearby"", ""Room-darkening shades"", ""Shampoo"", ""Fire extinguisher"", ""Bed linens""]",t,2018-11-17,2024-09-05,0363FE1BDEEB8F81D1AA,f,29901220,20240905174946,224019594.0,1.0,1.4,52.37206,4.8972,2.0,1.0,1.0,1.0,145.0,1.0,31.0,1.0,31.0,65.0,2.0,36,172,13.4,4.84,4.88,4.72,4.94,4.92,4.92,4.74,1.0,1.0,0.0,0.0
7624,2024-09-05,Studio on houseboat in Nieuwmarkt Area,Anna,2014-03-09,within an hour,100%,88%,f,t,"Amsterdam, Noord-Holland, Netherlands",Private room in houseboat,Private room,"[""Dishes and silverware"", ""Coffee maker"", ""Patio or balcony"", ""Outdoor furniture"", ""Cooking basics"", ""Hot water"", ""Smoke alarm"", ""Stove"", ""Iron"", ""Hair dryer"", ""Wifi"", ""Hangers"", ""Essentials"", ""Heating"", ""TV"", ""First aid kit"", ""Fire extinguisher"", ""Private entrance"", ""Kitchen""]",t,2020-12-04,2024-07-29,0363 ED39 D952 2A09 A367,t,45488821,20240905174946,12951957.0,1.0,1.0,52.37155532836914,4.9061479568481445,2.0,1.0,1.0,1.0,175.0,2.0,730.0,2.0,730.0,65.0,0.0,0,187,21.0,4.71,4.71,4.8,4.95,4.86,4.95,4.67,1.0,1.0,0.0,0.0
7629,2024-09-06,Comfortable & Quiet | Popular Jordaan area!,Paul,2017-12-21,within an hour,100%,100%,t,t,"Amsterdam, Noord-Holland, Netherlands",Private room in rental unit,Private room,"[""Dishes and silverware"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Pocket wifi"", ""Smoke alarm"", ""Stove"", ""Iron"", ""Lockbox"", ""Microwave"", ""Refrigerator"", ""Oven"", ""Hair dryer"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""Hangers"", ""Essentials"", ""Heating"", ""Long term stays allowed"", ""First aid kit"", ""Shampoo"", ""Fire extinguisher"", ""Kitchen"", ""Bed linens""]",t,2017-12-29,2024-08-27,03633CBA7EEC2E2E6A8D,f,22367852,20240905174946,163558656.0,1.0,3.0,52.37189,4.87735,2.0,1.0,1.0,1.0,160.0,2.0,135.4,2.0,1125.0,65.0,3.0,15,210,13.4,4.95,4.97,4.96,4.96,4.97,4.95,4.8,1.0,1.0,0.0,0.0
7664,2024-09-06,Delightful room,Leonardo,2016-01-08,within an hour,100%,100%,t,t,"Amsterdam, Noord-Holland, Netherlands",Private room in rental unit,Private room,"[""Dishes and silverware"", ""Toaster"", ""Paid parking on premises"", ""Washer"", ""Paid parking off premises"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""Stove"", ""Iron"", ""Sound system"", ""Clothing storage"", ""Refrigerator"", ""Wine glasses"", ""Lock on bedroom door"", ""Single level home"", ""Coffee maker: Nespresso"", ""Oven"", ""Hair dryer"", ""Wifi"", ""Dryer"", ""Dishwasher"", ""Hot water kettle"", ""Hangers"", ""Essentials"", ""Backyard"", ""Heating"", ""TV"", ""Room-darkening shades"", ""Shampoo"", ""Kitchen"", ""Bed linens""]",t,2016-02-14,2024-08-04,0363 E383 F8A6 8F54 4CD4,t,10500911,20240905174946,53829324.0,1.0,1.0,52.38725,4.92041,2.0,1.0,1.0,1.0,90.0,2.0,15.0,2.0,15.0,65.0,14.0,70,70,13.4,4.65,4.74,4.84,4.83,4.85,4.49,4.39,1.0,1.0,0.0,0.0
