,id,last_scraped,name,host_id,host_name,host_since,host_response_time,host_is_superhost,host_identity_verified,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,amenities,calendar_last_scraped,has_availability,first_review,last_review,license,instant_bookable,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms
23133,1131283196942777508,2024-09-26,habitacion hostal en condesa,150617712,Andrea,2017-09-14,within an hour,f,t,Mexico City,Cuauhtémoc,19.411603989004945,-99.17844616562736,Shared room in home,Shared room,"[""Iron"", ""Wifi"", ""Laundromat nearby"", ""Bikes"", ""Dishes and silverware"", ""Self check-in"", ""Backyard"", ""Long term stays allowed"", ""Essentials"", ""Hot water"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Outdoor dining area"", ""Smoke alarm"", ""Stove"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Cooking basics"", ""Lockbox""]",2024-09-26,t,2024-05-22,2024-07-11,Unknown,t,0.9,0.98,76.0,82.0,4.0,2.0,1.0,1.0,163.0,1.0,365.0,1.0,365.0,30,90,270,6.0,4.33,4.33,4.17,4.33,4.33,4.5,4.33,51.0,0.0,1.8,0.1
23217,1130500043349244950,2024-09-26,U-Co Roma - Comunidad Nomada - Dormitorio Femenino,51921637,Marco,2015-12-21,within an hour,f,t,Mexico City,Cuauhtémoc,19.4153645,-99.1581382,Shared room in home,Shared room,"[""Iron"", ""Wifi"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Coffee maker"", ""Eco body soap"", ""Keypad"", ""Hot water"", ""Shower gel"", ""TV"", ""Coffee"", ""Bed linens"", ""Kitchen"", ""Other gas stove"", ""Fire extinguisher"", ""Eco shampoo"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics""]",2024-09-26,t,No reviews,No reviews,Unknown,t,0.97,0.87,13.0,13.0,1.0,1.4,1.0,3.0,480.0,1.0,365.0,1.0,1125.0,30,89,268,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,13.0,0.0,6.0,7.0
23223,1133446222631573796,2024-09-26,Habitacion Hostal en Condesa,150617712,Andrea,2017-09-14,within an hour,f,t,Mexico City,Cuauhtémoc,19.41027,-99.17913,Shared room in home,Shared room,"[""Iron"", ""Wifi"", ""Laundromat nearby"", ""Bikes"", ""Dishes and silverware"", ""Self check-in"", ""Backyard"", ""Long term stays allowed"", ""Essentials"", ""Hot water"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Outdoor dining area"", ""Smoke alarm"", ""Stove"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Cooking basics"", ""Lockbox""]",2024-09-26,t,2024-04-19,2024-08-17,Unknown,t,0.9,0.98,76.0,82.0,2.0,2.0,1.0,1.0,146.0,1.0,365.0,1.0,365.0,30,90,270,10.0,4.4,4.5,4.5,4.6,4.3,4.9,4.5,51.0,0.0,1.8,0.1
23273,1136309709013485246,2024-09-26,Coolest hostel Boutique in Mexico,545798476,Luis,2023-11-09,within an hour,f,t,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19.409246,-99.1648869,Shared room in hotel,Shared room,"[""Iron"", ""Wifi"", ""Laundromat nearby"", ""Paid parking on premises"", ""Self check-in"", ""Arcade games"", ""Hangers"", ""Body soap"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Sound system"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Shower gel"", ""Barbecue utensils"", ""TV"", ""Coffee"", ""Bed linens"", ""Conditioner"", ""Outdoor dining area"", ""BBQ grill"", ""Books and reading material"", ""Noise decibel monitors on property"", ""Smoke alarm"", ""Fire extinguisher"", ""Room-darkening shades"", ""Dedicated workspace"", ""Cooking basics"", ""Lockbox""]",2024-09-26,t,No reviews,No reviews,Unknown,t,0.9,0.98,5.0,6.0,1.0,1.0,1.0,4.0,400.0,1.0,1125.0,1.0,401.9,25,81,239,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,5.0,1.0,2.0,2.0
23279,1134325952537078795,2024-09-25,Cama en la casa del viajero,85737360,Daniel,2016-07-24,within an hour,f,t,Mexico City,Cuauhtémoc,19.44561,-99.16265,Shared room in home,Shared room,"[""Extra pillows and blankets"", ""Iron"", ""Cleaning products"", ""Washer"", ""Wifi"", ""Exterior security cameras on property"", ""Clothing storage"", ""Host greets you"", ""Room-darkening shades"", ""Bed linens"", ""Kitchen"", ""Dishes and silverware"", ""Essentials"", ""Free street parking"", ""Hot water"", ""Drying rack for clothing"", ""Cooking basics"", ""Hangers""]",2024-09-25,t,2024-04-21,2024-04-24,Unknown,t,1.0,0.99,10.0,12.0,1.0,2.0,1.0,4.0,195.0,1.0,365.0,1.0,365.0,21,21,21,2.0,5.0,5.0,4.5,5.0,5.0,5.0,5.0,9.0,3.0,2.0,4.0
23281,1134366357206071327,2024-09-25,"Cama ""Frida Khalo""  en La casa del Viajero",582703811,Rodrigo,2024-06-10,within an hour,f,t,Mexico City,Cuauhtémoc,19.444206667906165,-99.16451643496748,Shared room in home,Shared room,"[""Extra pillows and blankets"", ""Iron"", ""Cleaning products"", ""Washer"", ""Wifi"", ""Exterior security cameras on property"", ""Clothing storage"", ""Host greets you"", ""Room-darkening shades"", ""Bed linens"", ""Kitchen"", ""Dishes and silverware"", ""Essentials"", ""Free street parking"", ""Hot water"", ""Drying rack for clothing"", ""Cooking basics"", ""Hangers""]",2024-09-25,t,2024-04-30,2024-09-04,Unknown,f,1.0,0.5,5.0,6.0,1.0,1.0,1.0,1.0,200.0,1.0,365.0,1.0,365.0,29,89,364,2.0,4.5,4.5,4.5,4.5,4.5,4.5,5.0,2.0,1.0,0.0,1.0
23300,1136891244210165686,2024-09-26,Coolest hostel Boutique in Mexico,545798476,Luis,2023-11-09,within an hour,f,t,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19.40925,-99.16489,Shared room in hotel,Shared room,"[""Iron"", ""Wifi"", ""Laundromat nearby"", ""Paid parking on premises"", ""Self check-in"", ""Arcade games"", ""Hangers"", ""Body soap"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Sound system"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Shower gel"", ""Barbecue utensils"", ""TV"", ""Coffee"", ""Conditioner"", ""Outdoor dining area"", ""BBQ grill"", ""Books and reading material"", ""Noise decibel monitors on property"", ""Smoke alarm"", ""Fire extinguisher"", ""Room-darkening shades"", ""Dedicated workspace"", ""Cooking basics"", ""Lockbox""]",2024-09-26,t,No reviews,No reviews,Unknown,t,0.9,0.98,5.0,6.0,1.0,1.0,1.0,4.0,450.0,1.0,1125.0,1.0,401.9,25,81,239,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,5.0,1.0,2.0,2.0
23445,1137847760575844071,2024-09-25,Queen bed in friendly Hostel CDMX center,350384900,Casa Mx,2020-06-16,within an hour,f,t,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19.4302377,-99.1340864,Shared room in hotel,Shared room,"[""Shared patio or balcony"", ""Outdoor furniture"", ""Wifi"", ""Cleaning available during stay"", ""Outdoor shower"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Building staff"", ""Blender"", ""Shared backyard"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""First aid kit"", ""Hot water"", ""Luggage dropoff allowed"", ""Bed linens"", ""Kitchen"", ""Outdoor dining area"", ""Smoke alarm"", ""Stove"", ""Fire extinguisher"", ""Room-darkening shades"", ""Exterior security cameras on property"", ""Cooking basics"", ""Microwave""]",2024-09-25,t,2024-05-08,2024-05-08,Unknown,t,0.89,0.99,11.0,11.0,1.0,1.0,1.0,1.0,450.0,1.0,365.0,1.0,365.0,22,69,238,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,11.0,0.0,6.0,5.0
23447,1137885773094284535,2024-09-25,Bed in female shared dormitory CDMX center,350384900,Casa Mx,2020-06-16,within an hour,f,t,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19.4302377,-99.1340864,Shared room in hotel,Shared room,"[""Shared patio or balcony"", ""Outdoor furniture"", ""Wifi"", ""Cleaning available during stay"", ""Outdoor shower"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Building staff"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Hot water"", ""Dining table"", ""Luggage dropoff allowed"", ""Shared outdoor kitchen"", ""Bed linens"", ""Kitchen"", ""Outdoor dining area"", ""Stainless steel gas stove"", ""Smoke alarm"", ""Fire extinguisher"", ""Room-darkening shades"", ""Exterior security cameras on property"", ""Cooking basics"", ""Microwave""]",2024-09-25,t,2024-07-30,2024-07-30,Unknown,t,0.89,0.99,11.0,11.0,1.0,1.0,1.0,1.0,423.0,1.0,365.0,1.0,365.0,22,74,243,1.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,11.0,0.0,6.0,5.0
23449,1137899805389679762,2024-09-25,Bed in Friendly Hostel in the center of CDMX,350384900,Casa Mx,2020-06-16,within an hour,f,t,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19.4302377,-99.1340864,Shared room in hotel,Shared room,"[""Shared patio or balcony"", ""Outdoor furniture"", ""Wifi"", ""Cleaning available during stay"", ""Outdoor shower"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Building staff"", ""Blender"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""First aid kit"", ""Hot water"", ""Luggage dropoff allowed"", ""Bed linens"", ""Kitchen"", ""Outdoor dining area"", ""Stainless steel gas stove"", ""Smoke alarm"", ""Fire extinguisher"", ""Room-darkening shades"", ""Exterior security cameras on property"", ""Cooking basics"", ""Microwave""]",2024-09-25,t,2024-04-24,2024-09-02,Unknown,t,0.89,0.99,11.0,11.0,1.0,1.0,1.0,1.0,423.0,1.0,1125.0,1.0,1125.0,23,73,242,15.0,4.6,4.87,4.2,4.8,4.53,5.0,4.8,11.0,0.0,6.0,5.0
23450,1137906824784777678,2024-09-25,Shared room Hostel in the center of CDMX,350384900,Casa Mx,2020-06-16,within an hour,f,t,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19.4302377,-99.1340864,Shared room in hotel,Shared room,"[""Shared patio or balcony"", ""Outdoor furniture"", ""Wifi"", ""Cleaning available during stay"", ""Outdoor shower"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Blender"", ""Shared backyard"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""First aid kit"", ""Hot water"", ""Luggage dropoff allowed"", ""Shared outdoor kitchen"", ""Bed linens"", ""Kitchen"", ""Outdoor dining area"", ""Smoke alarm"", ""Stove"", ""Fire extinguisher"", ""Microwave"", ""Cooking basics"", ""Building staff""]",2024-09-25,t,2024-07-01,2024-08-31,Unknown,t,0.89,0.99,11.0,11.0,1.0,1.0,1.0,1.0,423.0,1.0,365.0,1.0,365.0,20,74,243,3.0,4.33,4.67,4.33,4.33,4.33,5.0,4.0,11.0,0.0,6.0,5.0
23451,1137909420871064525,2024-09-25,Hostel shared room in the center of CDMX,350384900,Casa Mx,2020-06-16,within an hour,f,t,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19.4302377,-99.1340864,Shared room in hotel,Shared room,"[""Shared patio or balcony"", ""Outdoor furniture"", ""Wifi"", ""Cleaning available during stay"", ""Outdoor shower"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Building staff"", ""Blender"", ""Shared backyard"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""First aid kit"", ""Hot water"", ""Luggage dropoff allowed"", ""Shared outdoor kitchen"", ""Bed linens"", ""Kitchen"", ""Outdoor dining area"", ""Stainless steel gas stove"", ""Smoke alarm"", ""Fire extinguisher"", ""Room-darkening shades"", ""Exterior security cameras on property"", ""Cooking basics"", ""Microwave""]",2024-09-25,t,2024-04-23,2024-09-09,Unknown,t,0.89,0.99,11.0,11.0,1.0,1.0,1.0,1.0,413.0,1.0,365.0,1.0,365.0,24,73,242,19.0,4.37,4.53,4.26,4.84,4.42,4.95,4.58,11.0,0.0,6.0,5.0
23466,1138438342732295906,2024-09-25,Habitación céntrica y segura,23541289,Jazmin,2014-11-09,within a day,f,t,Mexico City,Iztacalco,19.3996692,-99.1241536,Shared room in rental unit,Shared room,"[""First aid kit"", ""Paid parking on premises"", ""Kitchen"", ""Exterior security cameras on property""]",2024-09-25,t,No reviews,No reviews,Unknown,f,0.75,0.77,2.0,2.0,1.0,1.0,2.0,1.0,800.0,1.0,365.0,1.0,365.0,29,89,269,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,2.0,1.0,0.0,1.0
23601,1146517424246656828,2024-09-26,Habitación Maya en Casa Olmeca,559292840,Jose Fernando,2024-01-29,within an hour,f,t,Mexico City,Cuauhtémoc,19.4118882,-99.1634986,Shared room in home,Shared room,"[""Free parking on premises"", ""Washer"", ""TV"", ""Wifi"", ""Coffee maker"", ""Freezer"", ""Clothing storage"", ""Bed linens"", ""Kitchen"", ""Refrigerator"", ""Dishes and silverware"", ""Stove"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Cooking basics"", ""Hangers"", ""Microwave""]",2024-09-26,t,No reviews,No reviews,Unknown,t,1.0,0.36,8.0,8.0,2.0,2.0,1.0,1.0,950.0,2.0,15.0,2.0,1125.0,29,89,179,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,8.0,1.0,6.0,1.0
23604,1146568708668452297,2024-09-25,Cuarto con todos los servicios,7189911,Diego,2013-06-30,within a day,f,t,Mexico City,Benito Juárez,19.38778,-99.15668,Shared room in rental unit,Shared room,"[""Cleaning products"", ""Washer"", ""TV"", ""Wifi"", ""Kitchen"", ""Shampoo"", ""Hot water"", ""Dedicated workspace"", ""Shower gel""]",2024-09-25,t,No reviews,No reviews,Unknown,f,0.67,0.8949061696116056,1.0,2.0,1.0,1.0,1.0,1.0,319.0,1.0,365.0,1.0,365.0,29,89,269,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,1.0,0.0,0.0,1.0
23812,1152323896854408647,2024-09-25,Habitación Compartida Hombres | Cama Inferior 1B,94011901,Maria Yuliana,2016-09-07,within an hour,f,f,Mexico City,Benito Juárez,19.3636441,-99.1507401,Shared room in hostel,Shared room,"[""Iron"", ""Washer"", ""Outdoor furniture"", ""Wifi"", ""Elevator"", ""Heating"", ""Freezer"", ""Laundromat nearby"", ""Cleaning available during stay"", ""Paid parking on premises"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Dishwasher"", ""Building staff"", ""Blender"", ""Portable fans"", ""Body soap"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Bidet"", ""Dining table"", ""Shower gel"", ""Dryer"", ""Luggage dropoff allowed"", ""TV"", ""Coffee"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Books and reading material"", ""Smoke alarm"", ""Stove"", ""Cleaning products"", ""Fire extinguisher"", ""Room-darkening shades"", ""Air conditioning"", ""Trash compactor"", ""Gym"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",2024-09-25,t,No reviews,No reviews,Unknown,t,0.96,0.99,64.0,65.0,1.0,1.0,1.0,4.0,324.0,1.0,365.0,1.0,1125.0,27,87,264,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,63.0,15.0,0.0,0.1
23830,1152389106963364767,2024-09-25,Habitación Compartida Hombres |  Cama superior 1A,94011901,Maria Yuliana,2016-09-07,within an hour,f,f,Mexico City,Benito Juárez,19.3636441,-99.1507401,Shared room in hostel,Shared room,"[""Iron"", ""Washer"", ""Outdoor furniture"", ""Wifi"", ""Elevator"", ""Heating"", ""Laundromat nearby"", ""Cleaning available during stay"", ""Paid parking on premises"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Exercise equipment"", ""Building staff"", ""Blender"", ""Portable fans"", ""Body soap"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Bidet"", ""Dining table"", ""Shower gel"", ""Dryer"", ""Luggage dropoff allowed"", ""TV"", ""Coffee"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Books and reading material"", ""Smoke alarm"", ""Stove"", ""Fire extinguisher"", ""Room-darkening shades"", ""Air conditioning"", ""Trash compactor"", ""Gym"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",2024-09-25,t,2024-07-28,2024-07-28,Unknown,t,0.96,0.99,64.0,65.0,1.0,1.0,1.0,2.0,324.0,1.0,365.0,1.0,1125.0,27,83,263,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,63.0,15.0,0.0,0.1
23833,1152555566532827950,2024-09-25,"Polanco-Metro | Bed in tent ""a""",61030249,Pablo,2016-03-01,within an hour,t,t,Mexico City,Miguel Hidalgo,19.4325716,-99.1909073,Shared room in rental unit,Shared room,"[""Iron"", ""Washer"", ""Elevator"", ""Wifi"", ""Heating"", ""Laundromat nearby"", ""Cleaning available during stay"", ""Dishes and silverware"", ""Ethernet connection"", ""Self check-in"", ""Hangers"", ""Mini fridge"", ""Body soap"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Shower gel"", ""Dryer"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Kitchen"", ""Smart lock"", ""Conditioner"", ""Oven"", ""Paid parking off premises"", ""Smoke alarm"", ""Stove"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Clothing storage"", ""Room-darkening shades"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",2024-09-25,t,2024-05-16,2024-08-30,Unknown,t,0.99,0.99,47.0,47.0,1.0,1.0,1.0,1.0,228.0,1.0,90.0,1.1,90.0,28,46,46,12.0,4.83,4.75,4.67,4.83,4.83,5.0,4.83,47.0,11.0,1.8,7.0
23834,1152572238304210358,2024-09-25,"Polanco-Metro | Bed in tent ""b""",61030249,Pablo,2016-03-01,within an hour,t,t,Mexico City,Miguel Hidalgo,19.4325716,-99.1909073,Shared room in rental unit,Shared room,"[""Iron"", ""Washer"", ""Elevator"", ""Wifi"", ""Heating"", ""Laundromat nearby"", ""Cleaning available during stay"", ""Dishes and silverware"", ""Ethernet connection"", ""Self check-in"", ""Hangers"", ""Mini fridge"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Shower gel"", ""Dryer"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Kitchen"", ""Smart lock"", ""Conditioner"", ""Oven"", ""Paid parking off premises"", ""Smoke alarm"", ""Stove"", ""Extra pillows and blankets"", ""Cleaning products"", ""Fire extinguisher"", ""Clothing storage"", ""Room-darkening shades"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",2024-09-25,t,2024-05-15,2024-08-20,Unknown,t,0.99,0.99,47.0,47.0,1.0,1.0,1.0,1.0,285.0,1.0,90.0,1.1,1125.0,28,46,46,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,47.0,11.0,1.8,7.0
23835,1152576417257707684,2024-09-26,"Polanco-Metro | Bed in tent ""c""",61030249,Pablo,2016-03-01,within an hour,t,t,Mexico City,Miguel Hidalgo,19.43336996700633,-99.19025813944349,Shared room in rental unit,Shared room,"[""Iron"", ""Washer"", ""Elevator"", ""Wifi"", ""Heating"", ""Laundromat nearby"", ""Cleaning available during stay"", ""Dishes and silverware"", ""Ethernet connection"", ""Self check-in"", ""Hangers"", ""Mini fridge"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Shower gel"", ""Dryer"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Kitchen"", ""Smart lock"", ""Conditioner"", ""Oven"", ""Paid parking off premises"", ""Smoke alarm"", ""Stove"", ""Extra pillows and blankets"", ""Cleaning products"", ""Fire extinguisher"", ""Clothing storage"", ""Room-darkening shades"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",2024-09-26,t,No reviews,No reviews,Unknown,t,0.99,0.99,47.0,47.0,1.0,1.0,1.0,1.0,228.0,1.0,90.0,1.1,1125.0,28,46,46,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,47.0,11.0,1.8,7.0
23842,1152578319809095222,2024-09-25,"Polanco-Metro | Bed in tent ""d""",61030249,Pablo,2016-03-01,within an hour,t,t,Mexico City,Miguel Hidalgo,19.4325716,-99.1909073,Shared room in rental unit,Shared room,"[""Iron"", ""Washer"", ""Elevator"", ""Wifi"", ""Heating"", ""Laundromat nearby"", ""Cleaning available during stay"", ""Dishes and silverware"", ""Ethernet connection"", ""Self check-in"", ""Hangers"", ""Mini fridge"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Shower gel"", ""Dryer"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Kitchen"", ""Smart lock"", ""Conditioner"", ""Oven"", ""Paid parking off premises"", ""Smoke alarm"", ""Stove"", ""Extra pillows and blankets"", ""Cleaning products"", ""Fire extinguisher"", ""Clothing storage"", ""Room-darkening shades"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",2024-09-25,t,2024-07-06,2024-07-06,Unknown,t,0.99,0.99,47.0,47.0,1.0,1.0,1.0,1.0,228.0,1.0,90.0,1.1,1125.0,29,47,47,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,47.0,11.0,1.8,7.0
23844,1152583731651431291,2024-09-25,"Polanco-Metro | Bed in tent ""f""",61030249,Pablo,2016-03-01,within an hour,t,t,Mexico City,Miguel Hidalgo,19.4325716,-99.1909073,Shared room in rental unit,Shared room,"[""Iron"", ""Elevator"", ""Wifi"", ""Paid washer \u2013 In building"", ""Cleaning available during stay"", ""Laundromat nearby"", ""Gas stove"", ""Dishes and silverware"", ""Mosquito net"", ""Ethernet connection"", ""Self check-in"", ""40 inch HDTV with Roku"", ""Portable fans"", ""Hangers"", ""Mini fridge"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Shower gel"", ""Luggage dropoff allowed"", ""Bed linens"", ""Kitchen"", ""Smart lock"", ""Conditioner"", ""Oven"", ""Paid parking off premises"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Cleaning products"", ""Safe"", ""Fire extinguisher"", ""Clothing storage"", ""Room-darkening shades"", ""Paid dryer \u2013 In building"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Portable heater"", ""Hair dryer"", ""Microwave""]",2024-09-25,t,2024-07-01,2024-07-01,Unknown,t,0.99,0.99,47.0,47.0,1.0,1.0,1.0,1.0,399.0,1.0,90.0,1.1,1125.0,26,44,44,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,47.0,11.0,1.8,7.0
23848,1152960664710115962,2024-09-25,Habitación Compartida Hombres | Cama Superior 2A,94011901,Maria Yuliana,2016-09-07,within an hour,f,f,Mexico City,Benito Juárez,19.3636441,-99.1507401,Shared room in hostel,Shared room,"[""Iron"", ""Washer"", ""Elevator"", ""Wifi"", ""Heating"", ""Freezer"", ""Laundromat nearby"", ""Cleaning available during stay"", ""Paid parking on premises"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Resort access"", ""Exercise equipment"", ""Building staff"", ""Blender"", ""Portable fans"", ""Body soap"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Bidet"", ""Dining table"", ""Shower gel"", ""Dryer"", ""Luggage dropoff allowed"", ""TV"", ""Coffee"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Books and reading material"", ""Smoke alarm"", ""Stove"", ""Fire extinguisher"", ""Room-darkening shades"", ""Air conditioning"", ""Trash compactor"", ""Gym"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",2024-09-25,t,No reviews,No reviews,Unknown,t,0.96,0.99,64.0,65.0,1.0,1.0,1.0,0.0,324.0,1.0,365.0,1.0,1125.0,15,75,248,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,63.0,15.0,0.0,0.1
